"","Age","Job","Marital.Status","Education","Credit","Balance..euros.","Housing.Loan","Personal.Loan","Contact","Last.Contact.Day","Last.Contact.Month","Last.Contact.Duration","Campaign","Pdays","Previous","Poutcome","Subscription"
"11435",59,"admin.","married","secondary","no",1365,"no","no","unknown",19,"jun",327,1,-1,0,"unknown","0"
"11436",40,"blue-collar","married","primary","no",607,"yes","no","unknown",19,"jun",432,1,-1,0,"unknown","0"
"11437",42,"admin.","single","secondary","no",283,"yes","no","unknown",19,"jun",446,1,-1,0,"unknown","0"
"11438",57,"retired","married","unknown","no",1621,"yes","no","unknown",19,"jun",108,1,-1,0,"unknown","0"
"11439",46,"blue-collar","married","primary","no",1844,"no","no","unknown",19,"jun",29,1,-1,0,"unknown","0"
"11441",40,"unemployed","single","primary","no",5613,"yes","no","unknown",19,"jun",152,2,-1,0,"unknown","0"
"11443",37,"admin.","single","secondary","no",124,"yes","no","unknown",19,"jun",635,3,-1,0,"unknown","0"
"11444",52,"unemployed","married","primary","no",425,"no","no","unknown",19,"jun",122,1,-1,0,"unknown","0"
"11445",48,"blue-collar","married","primary","no",343,"no","no","unknown",19,"jun",136,1,-1,0,"unknown","0"
"11446",42,"blue-collar","single","primary","no",1401,"yes","no","unknown",19,"jun",69,1,-1,0,"unknown","0"
"11447",37,"blue-collar","married","primary","no",0,"yes","no","unknown",19,"jun",129,3,-1,0,"unknown","0"
"11448",46,"unemployed","married","primary","no",641,"yes","no","unknown",19,"jun",201,1,-1,0,"unknown","0"
"11449",41,"blue-collar","divorced","secondary","no",3622,"no","no","unknown",19,"jun",1135,4,-1,0,"unknown","1"
"11450",45,"blue-collar","married","primary","no",351,"yes","no","unknown",19,"jun",66,1,-1,0,"unknown","0"
"11451",57,"admin.","single","secondary","no",5768,"yes","no","unknown",19,"jun",512,1,-1,0,"unknown","1"
"11455",52,"management","married","tertiary","no",3737,"yes","no","unknown",19,"jun",574,4,-1,0,"unknown","0"
"11456",56,"admin.","married","secondary","no",6005,"yes","no","unknown",19,"jun",44,6,-1,0,"unknown","0"
"11457",37,"blue-collar","married","primary","no",253,"yes","no","unknown",19,"jun",145,2,-1,0,"unknown","0"
"11458",41,"unemployed","divorced","secondary","no",271,"yes","no","unknown",19,"jun",196,2,-1,0,"unknown","0"
"11460",54,"blue-collar","married","primary","no",211,"no","no","unknown",19,"jun",200,2,-1,0,"unknown","0"
"11461",50,"admin.","divorced","unknown","no",4204,"no","no","unknown",19,"jun",335,2,-1,0,"unknown","0"
"11463",41,"admin.","divorced","secondary","no",256,"no","no","unknown",19,"jun",91,1,-1,0,"unknown","0"
"11465",51,"management","married","secondary","no",2604,"no","no","unknown",19,"jun",64,1,-1,0,"unknown","0"
"11466",35,"management","single","tertiary","no",2808,"yes","no","unknown",19,"jun",221,12,-1,0,"unknown","0"
"11468",48,"self-employed","married","primary","no",1204,"yes","no","unknown",19,"jun",53,1,-1,0,"unknown","0"
"11470",56,"blue-collar","married","secondary","no",771,"yes","yes","unknown",19,"jun",254,1,-1,0,"unknown","0"
"11471",55,"retired","divorced","secondary","no",1580,"no","yes","unknown",19,"jun",1007,1,-1,0,"unknown","1"
"11473",38,"retired","single","unknown","no",62,"no","no","unknown",19,"jun",212,1,-1,0,"unknown","0"
"11474",52,"blue-collar","divorced","primary","no",2800,"no","no","unknown",19,"jun",149,1,-1,0,"unknown","0"
"11476",46,"blue-collar","divorced","primary","no",1712,"no","no","unknown",19,"jun",110,1,-1,0,"unknown","0"
"11477",56,"unemployed","married","secondary","no",216,"no","no","unknown",19,"jun",77,1,-1,0,"unknown","0"
"11479",38,"blue-collar","married","primary","no",2322,"no","no","unknown",19,"jun",207,1,-1,0,"unknown","0"
"11480",41,"blue-collar","divorced","secondary","no",1,"no","yes","unknown",19,"jun",289,1,-1,0,"unknown","0"
"11481",53,"services","married","secondary","no",2774,"no","yes","unknown",19,"jun",193,1,-1,0,"unknown","0"
"11482",40,"blue-collar","married","primary","no",2132,"no","no","unknown",19,"jun",143,1,-1,0,"unknown","0"
"11484",47,"housemaid","married","primary","no",823,"no","no","unknown",19,"jun",191,3,-1,0,"unknown","0"
"11485",42,"admin.","married","secondary","no",0,"no","no","unknown",19,"jun",370,1,-1,0,"unknown","0"
"11486",54,"retired","married","secondary","no",6449,"no","no","unknown",19,"jun",487,1,-1,0,"unknown","0"
"11487",49,"blue-collar","married","primary","no",98,"no","yes","unknown",19,"jun",534,1,-1,0,"unknown","0"
"11488",49,"entrepreneur","married","primary","no",563,"no","no","unknown",19,"jun",84,1,-1,0,"unknown","0"
"11489",44,"technician","married","unknown","no",1127,"yes","no","unknown",19,"jun",118,4,-1,0,"unknown","0"
"11493",59,"entrepreneur","married","primary","no",0,"no","no","unknown",19,"jun",239,1,-1,0,"unknown","0"
"11494",50,"blue-collar","married","unknown","no",1389,"yes","no","unknown",19,"jun",162,3,-1,0,"unknown","0"
"11495",38,"unemployed","married","primary","no",338,"no","no","unknown",19,"jun",219,2,-1,0,"unknown","0"
"11496",39,"housemaid","married","tertiary","no",4,"yes","yes","unknown",19,"jun",185,1,-1,0,"unknown","0"
"11497",58,"services","married","secondary","no",5087,"no","no","unknown",19,"jun",135,1,-1,0,"unknown","0"
"11500",36,"services","married","secondary","no",3972,"yes","yes","unknown",19,"jun",32,1,-1,0,"unknown","0"
"11501",46,"blue-collar","divorced","secondary","no",2441,"no","no","unknown",19,"jun",217,2,-1,0,"unknown","0"
"11502",56,"self-employed","married","tertiary","no",411,"no","no","unknown",19,"jun",145,4,-1,0,"unknown","0"
"11504",51,"blue-collar","married","primary","no",1938,"no","no","unknown",19,"jun",61,1,-1,0,"unknown","0"
"11506",42,"admin.","single","unknown","no",22,"no","no","unknown",19,"jun",246,3,-1,0,"unknown","0"
"11509",23,"technician","single","secondary","no",-782,"yes","yes","unknown",19,"jun",197,10,-1,0,"unknown","0"
"11510",47,"technician","divorced","secondary","no",5735,"no","no","unknown",19,"jun",282,4,-1,0,"unknown","0"
"11511",55,"housemaid","married","primary","no",2152,"no","no","unknown",19,"jun",922,2,-1,0,"unknown","1"
"11513",50,"entrepreneur","married","secondary","no",1857,"no","yes","unknown",19,"jun",26,2,-1,0,"unknown","0"
"11514",48,"management","married","tertiary","no",13501,"no","no","unknown",19,"jun",63,2,-1,0,"unknown","0"
"11515",37,"admin.","married","secondary","no",0,"no","yes","unknown",19,"jun",176,2,-1,0,"unknown","0"
"11516",39,"services","married","secondary","no",2843,"yes","no","unknown",19,"jun",585,1,-1,0,"unknown","1"
"11517",53,"admin.","married","secondary","no",2955,"no","no","unknown",19,"jun",605,1,-1,0,"unknown","0"
"11519",38,"technician","married","secondary","no",634,"no","no","unknown",19,"jun",211,2,-1,0,"unknown","0"
"11521",57,"unemployed","married","tertiary","no",209,"no","no","unknown",19,"jun",453,1,-1,0,"unknown","0"
"11522",28,"blue-collar","married","primary","no",237,"yes","no","unknown",19,"jun",498,7,-1,0,"unknown","0"
"11523",40,"services","married","primary","no",2469,"no","yes","unknown",19,"jun",202,2,-1,0,"unknown","0"
"11524",40,"unknown","married","unknown","no",35,"no","no","unknown",19,"jun",40,1,-1,0,"unknown","0"
"11525",50,"blue-collar","married","primary","no",59,"no","no","unknown",19,"jun",184,1,-1,0,"unknown","0"
"11526",55,"blue-collar","married","primary","no",5109,"no","no","unknown",19,"jun",55,1,-1,0,"unknown","0"
"11527",40,"entrepreneur","married","tertiary","yes",0,"no","no","unknown",19,"jun",952,4,-1,0,"unknown","1"
"11528",55,"retired","married","primary","no",868,"no","no","unknown",19,"jun",207,1,-1,0,"unknown","0"
"11529",36,"blue-collar","single","secondary","no",0,"no","no","unknown",19,"jun",238,1,-1,0,"unknown","0"
"11530",53,"retired","married","primary","no",828,"yes","no","unknown",19,"jun",232,1,-1,0,"unknown","0"
"11534",60,"unknown","married","unknown","no",652,"no","no","unknown",19,"jun",525,1,-1,0,"unknown","0"
"11535",55,"management","married","unknown","no",179,"no","no","unknown",19,"jun",97,1,-1,0,"unknown","0"
"11537",39,"admin.","single","secondary","no",0,"no","yes","unknown",19,"jun",142,1,-1,0,"unknown","0"
"11539",39,"entrepreneur","married","tertiary","no",6495,"no","no","unknown",19,"jun",280,3,-1,0,"unknown","0"
"11540",52,"admin.","married","secondary","no",422,"no","no","unknown",19,"jun",559,1,-1,0,"unknown","0"
"11541",46,"unknown","single","unknown","no",63,"no","no","unknown",19,"jun",235,1,-1,0,"unknown","0"
"11542",51,"blue-collar","married","primary","no",91,"no","yes","unknown",19,"jun",368,2,-1,0,"unknown","0"
"11543",56,"admin.","married","secondary","no",5310,"no","no","unknown",19,"jun",74,1,-1,0,"unknown","0"
"11544",52,"retired","married","secondary","no",1282,"no","no","unknown",19,"jun",148,5,-1,0,"unknown","0"
"11546",44,"blue-collar","married","primary","no",1669,"no","no","unknown",19,"jun",64,2,-1,0,"unknown","0"
"11549",42,"management","married","unknown","no",587,"yes","no","unknown",19,"jun",16,9,-1,0,"unknown","0"
"11550",57,"technician","married","secondary","no",1070,"no","no","unknown",19,"jun",73,1,-1,0,"unknown","0"
"11551",37,"admin.","divorced","secondary","no",796,"no","no","unknown",19,"jun",104,1,-1,0,"unknown","0"
"11552",57,"technician","married","secondary","no",461,"yes","no","unknown",19,"jun",69,2,-1,0,"unknown","0"
"11553",43,"blue-collar","divorced","secondary","no",1138,"no","no","unknown",19,"jun",65,1,-1,0,"unknown","0"
"11554",39,"unknown","married","primary","no",2860,"no","no","unknown",19,"jun",133,1,-1,0,"unknown","0"
"11556",55,"blue-collar","divorced","primary","no",0,"no","no","unknown",19,"jun",120,1,-1,0,"unknown","0"
"11558",38,"blue-collar","single","secondary","no",48,"no","no","unknown",19,"jun",43,3,-1,0,"unknown","0"
"11559",41,"housemaid","married","secondary","no",876,"no","no","unknown",19,"jun",78,1,-1,0,"unknown","0"
"11560",46,"housemaid","divorced","primary","no",148,"no","no","unknown",19,"jun",166,1,-1,0,"unknown","0"
"11563",36,"self-employed","single","tertiary","no",1923,"no","no","unknown",19,"jun",219,1,-1,0,"unknown","0"
"11564",48,"services","divorced","primary","no",-110,"no","yes","unknown",19,"jun",164,2,-1,0,"unknown","0"
"11565",52,"admin.","divorced","secondary","no",98,"no","yes","unknown",19,"jun",148,1,-1,0,"unknown","0"
"11566",37,"admin.","married","secondary","no",313,"yes","no","unknown",19,"jun",11,7,-1,0,"unknown","0"
"11567",36,"blue-collar","married","primary","no",-453,"yes","no","unknown",19,"jun",130,1,-1,0,"unknown","0"
"11569",59,"housemaid","married","primary","no",1071,"no","no","unknown",19,"jun",140,1,-1,0,"unknown","0"
"11570",41,"blue-collar","single","tertiary","no",6025,"no","no","unknown",19,"jun",559,1,-1,0,"unknown","0"
"11571",57,"retired","married","secondary","no",2020,"no","no","unknown",19,"jun",93,4,-1,0,"unknown","0"
"11572",46,"blue-collar","married","unknown","no",626,"yes","no","unknown",19,"jun",177,2,-1,0,"unknown","0"
"11573",42,"services","divorced","secondary","no",241,"yes","no","unknown",19,"jun",405,2,-1,0,"unknown","0"
"11574",45,"management","married","tertiary","no",-52,"yes","no","unknown",19,"jun",202,1,-1,0,"unknown","0"
"11575",39,"blue-collar","single","secondary","no",1986,"no","yes","unknown",19,"jun",367,1,-1,0,"unknown","0"
"11577",36,"services","married","secondary","no",472,"yes","no","unknown",19,"jun",1017,1,-1,0,"unknown","0"
"11578",43,"unknown","married","tertiary","no",1937,"no","no","unknown",19,"jun",385,1,-1,0,"unknown","0"
"11579",48,"self-employed","married","primary","no",3062,"no","no","unknown",19,"jun",237,5,-1,0,"unknown","0"
"11580",53,"services","married","secondary","no",76,"yes","no","unknown",19,"jun",237,2,-1,0,"unknown","0"
"11581",28,"technician","single","secondary","no",593,"yes","no","unknown",19,"jun",202,1,-1,0,"unknown","0"
"11582",28,"blue-collar","married","primary","no",182,"yes","no","unknown",19,"jun",153,1,-1,0,"unknown","0"
"11583",25,"student","single","secondary","no",722,"yes","no","unknown",19,"jun",172,1,-1,0,"unknown","0"
"11584",38,"self-employed","divorced","secondary","no",2674,"yes","no","unknown",19,"jun",163,2,-1,0,"unknown","0"
"11586",28,"blue-collar","single","primary","no",2340,"yes","no","unknown",19,"jun",399,1,-1,0,"unknown","0"
"11587",26,"blue-collar","married","primary","no",-157,"yes","no","unknown",19,"jun",60,1,-1,0,"unknown","0"
"11588",26,"blue-collar","married","secondary","no",1028,"yes","yes","unknown",19,"jun",431,1,-1,0,"unknown","0"
"11589",54,"retired","divorced","primary","no",52,"no","no","unknown",19,"jun",184,3,-1,0,"unknown","0"
"11590",29,"technician","married","secondary","no",7836,"yes","no","unknown",19,"jun",155,1,-1,0,"unknown","0"
"11592",50,"services","married","secondary","no",3374,"no","no","unknown",19,"jun",27,2,-1,0,"unknown","0"
"11593",44,"entrepreneur","married","secondary","no",168,"no","no","unknown",19,"jun",167,2,-1,0,"unknown","0"
"11594",37,"management","married","secondary","no",121,"no","yes","unknown",19,"jun",89,2,-1,0,"unknown","0"
"11596",28,"technician","single","tertiary","no",940,"yes","no","unknown",19,"jun",296,1,-1,0,"unknown","0"
"11598",47,"entrepreneur","married","secondary","no",0,"no","no","unknown",19,"jun",563,2,-1,0,"unknown","0"
"11599",38,"blue-collar","married","secondary","no",1403,"no","no","unknown",19,"jun",146,2,-1,0,"unknown","0"
"11600",35,"management","single","tertiary","no",250,"no","no","unknown",19,"jun",92,2,-1,0,"unknown","0"
"11601",40,"blue-collar","married","primary","no",-108,"yes","no","unknown",19,"jun",149,3,-1,0,"unknown","0"
"11602",48,"technician","married","secondary","no",7,"no","no","unknown",19,"jun",354,7,-1,0,"unknown","0"
"11603",47,"admin.","married","secondary","no",4923,"no","no","unknown",19,"jun",121,3,-1,0,"unknown","0"
"11604",40,"management","married","tertiary","no",20,"yes","no","unknown",19,"jun",106,2,-1,0,"unknown","0"
"11605",41,"entrepreneur","married","tertiary","no",5736,"yes","yes","unknown",19,"jun",136,2,-1,0,"unknown","0"
"11606",26,"technician","single","secondary","no",-859,"yes","no","unknown",19,"jun",297,1,-1,0,"unknown","0"
"11607",25,"blue-collar","married","secondary","no",1782,"yes","no","unknown",19,"jun",549,1,-1,0,"unknown","0"
"11609",35,"unemployed","married","secondary","no",2228,"no","no","unknown",19,"jun",461,2,-1,0,"unknown","0"
"11610",38,"admin.","single","secondary","no",435,"no","no","unknown",19,"jun",117,2,-1,0,"unknown","0"
"11611",29,"admin.","single","secondary","no",732,"yes","no","unknown",19,"jun",409,1,-1,0,"unknown","0"
"11613",55,"housemaid","married","primary","no",136,"yes","no","unknown",19,"jun",15,10,-1,0,"unknown","0"
"11614",61,"unknown","married","tertiary","no",50,"no","no","unknown",19,"jun",216,2,-1,0,"unknown","0"
"11615",29,"entrepreneur","married","secondary","no",0,"yes","no","unknown",19,"jun",211,1,-1,0,"unknown","0"
"11616",36,"self-employed","married","primary","no",2022,"no","no","unknown",19,"jun",71,2,-1,0,"unknown","0"
"11617",48,"blue-collar","married","primary","no",237,"yes","no","unknown",19,"jun",18,18,-1,0,"unknown","0"
"11618",42,"blue-collar","single","secondary","no",625,"no","no","unknown",19,"jun",651,3,-1,0,"unknown","1"
"11619",45,"technician","married","tertiary","no",377,"yes","no","unknown",19,"jun",835,3,-1,0,"unknown","1"
"11620",41,"blue-collar","married","primary","no",246,"no","no","unknown",19,"jun",683,3,-1,0,"unknown","1"
"11621",45,"housemaid","married","secondary","no",870,"no","yes","unknown",19,"jun",258,2,-1,0,"unknown","0"
"11622",43,"admin.","single","unknown","no",682,"no","no","unknown",19,"jun",156,6,-1,0,"unknown","0"
"11624",45,"admin.","single","secondary","no",-198,"yes","no","unknown",19,"jun",130,25,-1,0,"unknown","0"
"11626",42,"management","divorced","secondary","yes",923,"yes","no","unknown",19,"jun",129,2,-1,0,"unknown","0"
"11627",47,"unemployed","divorced","secondary","no",176,"no","no","unknown",19,"jun",91,2,-1,0,"unknown","0"
"11630",45,"technician","married","primary","no",3388,"no","no","unknown",19,"jun",36,7,-1,0,"unknown","0"
"11632",25,"blue-collar","single","secondary","no",-191,"yes","no","unknown",19,"jun",958,7,-1,0,"unknown","1"
"11633",38,"blue-collar","divorced","secondary","no",1686,"yes","no","unknown",19,"jun",9,28,-1,0,"unknown","0"
"11634",34,"technician","single","secondary","no",6053,"yes","no","unknown",19,"jun",26,5,-1,0,"unknown","0"
"11636",57,"retired","married","secondary","no",789,"no","no","unknown",19,"jun",2635,3,-1,0,"unknown","0"
"11637",49,"management","divorced","tertiary","no",1115,"no","no","unknown",19,"jun",138,9,-1,0,"unknown","0"
"11638",46,"entrepreneur","married","tertiary","no",341,"no","no","unknown",19,"jun",318,2,-1,0,"unknown","0"
"11639",49,"blue-collar","married","primary","no",226,"yes","no","unknown",19,"jun",326,5,-1,0,"unknown","0"
"11640",58,"entrepreneur","married","unknown","no",2445,"no","no","unknown",19,"jun",1403,3,-1,0,"unknown","0"
"11642",43,"technician","divorced","secondary","no",6835,"no","no","unknown",20,"jun",262,2,-1,0,"unknown","0"
"11643",41,"admin.","married","secondary","no",4178,"no","no","unknown",20,"jun",168,2,-1,0,"unknown","0"
"11645",53,"blue-collar","married","secondary","no",208,"no","no","unknown",20,"jun",333,15,-1,0,"unknown","0"
"11646",45,"entrepreneur","married","tertiary","no",0,"yes","no","unknown",20,"jun",50,2,-1,0,"unknown","0"
